Photo;Name;Comments
mlp-wave-1-applejack-blind-bag.jpg;Applejack;AA
mlp-wave-3-big-macintosh-blind-bag.jpg;Big MacIntosh;AB
mlp-wave-9-fluttershy-blind-bag.jpg;Fluttershy;AC
mlp-wave-1-pinkie-pie-blind-bag.jpg;Pinkie Pie;AD
mlp-wave-9-rainbow-dash-rainbowfied-blind-bag.jpg;Rainbow Dash;AE|Rainbowfied
mlp-wave-9-rarity-rainbowfied-blind-bag.jpg;Rarity;AF|Rainbowfied
mlp-wave-9-amethyst-star-blind-bag.jpg;Amethyst Star;AG
mlp-wave-9-shoeshine-blind-bag.jpg;Shoeshine;AH
mlp-wave-9-noteworthy-blind-bag.jpg;Noteworthy;AI
mlp-wave-9-sea-swirl-blind-bag.jpg;Sea Swirl;AK
mlp-wave-9-berryshine-blind-bag.jpg;Berryshine;AL
mlp-wave-9-princess-cadance-rainbowfied-blind-bag.jpg;Princess Cadance;AM|Rainbowfied
mlp-wave-9-peachy-sweet-blind-bag.jpg;Peachy Sweet;AN
mlp-wave-9-lily-valley-blind-bag.jpg;Lily Valley;AO
mlp-wave-9-nurse-snowheart-blind-bag.jpg;Nurse Snowheart;AP
mlp-wave-9-sprinkle-medley-blind-bag.jpg;Sprinkle Medley;AR
mlp-wave-9-tropical-storm-blind-bag.jpg;Tropical Storm;AS
mlp-wave-9-mr-carrot-cake-blind-bag.jpg;Mr. Carrot Cake;AT
mlp-wave-9-green-jewel-blind-bag.jpg;Green Jewel;AU
mlp-wave-9-lavender-fritter-blind-bag.jpg;Lavender Fritter;AV
mlp-wave-9-apple-honey-blind-bag.jpg;Apple Honey;AW
mlp-wave-9-honey-rays-blind-bag.jpg;Honey Rays;AX
mlp-wave-9-prism-glider-blind-bag.jpg;Prism Glider;AY
mlp-wave-9-grape-delight-blind-bag.jpg;Grape Delight;AZ
