Photo;Name;Comments
mlp-wave-1-twilight-sparkle-blind-bag.jpg;Twilight Sparkle;#01|#40512|#40215
mlp-wave-1-rarity-blind-bag.jpg;Rarity;#02|#40522|#40225
mlp-wave-3-bitta-luck-blind-bag.jpg;Bitta Luck;#03|#40532|#40235
mlp-wave-3-rainbowshine-blind-bag.jpg;Rainbowshine;#04|#40542|#40245
mlp-wave-3-goldengrape-blind-bag.jpg;Goldengrape;#05|#40552|#40255
mlp-wave-3-pinkie-pie-gitd-blind-bag.jpg;Pinkie Pie;#06|#40562|#40265|Glow in the dark
mlp-wave-1-rainbow-dash-blind-bag.jpg;Rainbow Dash;#07|#40572|#40275
mlp-wave-3-golden-harvest-blind-bag.jpg;Golden Harvest;#08|#40582|#40285
mlp-wave-3-sprinkle-stripe-blind-bag.jpg;Sprinkle Stripe;#09|#40592|#40295
mlp-wave-3-sea-swirl-blind-bag.jpg;Sea Swirl;#10|#41502|#41205
mlp-wave-3-big-macintosh-blind-bag.jpg;Big MacIntosh;#11|#41512|#41215
mlp-wave-3-twilight-sparkle-gitd-blind-bag.jpg;Twilight Sparkle;#12|#41522|#41225|Glow in the dark
mlp-wave-1-pinkie-pie-blind-bag.jpg;Pinkie Pie;#13|#41532|#41235
mlp-wave-3-apple-dazzle-blind-bag.jpg;Apple Dazzle;#14|#41542|#41245
mlp-wave-3-lovestruck-blind-bag.jpg;Lovestruck;#15|#41552|#41255
mlp-wave-3-berryshine-blind-bag.jpg;Berryshine;#16|#41562|#41265
mlp-wave-3-meadow-song-blind-bag.jpg;Meadow Song;#17|#41572|#41275
mlp-wave-3-rarity-gitd-blind-bag.jpg;Rarity;#18|#41582|#41285|Glow in the dark
mlp-wave-1-applejack-blind-bag.jpg;Applejack;#19|#41592|#41295
mlp-wave-1-fluttershy-blind-bag.jpg;Fluttershy;#20|#42502|#42205
mlp-wave-3-cherry-berry-blind-bag.jpg;Cherry Berry;#21|#42512|#42215
mlp-wave-3-heartstrings-blind-bag.jpg;Heartstrings;#22|#42522|#42225|(Lyra)
mlp-wave-3-noteworthy-blind-bag.jpg;Noteworthy;#23|#42532|#42235
mlp-wave-3-lucky-dreams-blind-bag.jpg;Lucky Dreams;#24|#42542|#42245
