Photo;Name;Comments
mlp-wave-7-pinkie-pie-blind-bag.jpg;Pinkie Pie;#01|#90216|Transparent
mlp-wave-7-fluttershy-blind-bag.jpg;Fluttershy;#02|#90226|Transparent
mlp-wave-7-twilight-sparkle-blind-bag.jpg;Twilight Sparkle;#03|#90236|Transparent
mlp-wave-7-rainbow-dash-blind-bag.jpg;Rainbow Dash;#04|#90246|Transparent
mlp-wave-7-rarity-blind-bag.jpg;Rarity;#05|#90256|Transparent
mlp-wave-7-applejack-blind-bag.jpg;Applejack;#06|#90266|Transparent
mlp-wave-7-cherry-pie-blind-bag.jpg;Cherry Pie;#07|#90276|Transparent
mlp-wave-7-apple-fritter-blind-bag.jpg;Apple Fritter;#08|#90286|Transparent
mlp-wave-7-banana-fluff-blind-bag.jpg;Banana Fluff;#09|#90296|Transparent
mlp-wave-7-lilac-links-blind-bag.jpg;Lilac Links;#10|#91206|Transparent
mlp-wave-7-cherry-fizzy-blind-bag.jpg;Cherry Fizzy;#11|#91216|Transparent
mlp-wave-7-misty-fly-blind-bag.jpg;Misty Fly;#12|#91226|Transparent
mlp-wave-7-banana-bliss-blind-bag.jpg;Banana Bliss;#13|#91236|Transparent
mlp-wave-7-sweetie-drops-blind-bag.jpg;Sweetie Drops;#14|#91246|Transparent
mlp-wave-7-holly-dash-blind-bag.jpg;Holly Dash;#15|#91256|Transparent
mlp-wave-7-berry-dreams-blind-bag.jpg;Berry Dreams;#16|#91266|Transparent
mlp-wave-7-soarin-blind-bag.jpg;Soarin;#17|#91276|Transparent|(Actually Spitfire)
mlp-wave-7-lucky-clover-blind-bag.jpg;Lucky Clover;#18|#91286|Transparent
mlp-wave-7-lily-blossom-blind-bag.jpg;Lily Blossom;#19|#91296|Transparent
mlp-wave-7-apple-stars-blind-bag.jpg;Apple Stars;#20|#92206|Transparent
mlp-wave-7-barber-groomsby-blind-bag.jpg;Barber Groomsby;#21|#92216|Transparent
mlp-wave-7-caramel-apple-blind-bag.jpg;Caramel Apple;#22|#92226|Transparent
mlp-wave-7-spitfire-blind-bag.jpg;Spitfire;#23|#92236|Transparent|(Actually Soarin)
mlp-wave-7-lily-valley-blind-bag.jpg;Lily Valley;#24|#92246|Transparent
