Photo;Name;Comments
mlp-wave-8-applejack-blind-bag.jpg;Applejack;AA|Neon
mlp-wave-8-big-macintosh-blind-bag.jpg;Big MacIntosh;AB|Neon
mlp-wave-8-royal-riff-blind-bag.jpg;Royal Riff;AC|Neon
mlp-wave-8-mosely-orange-blind-bag.jpg;Mosely Orange;AD|Neon
mlp-wave-8-gilda-the-griffon-blind-bag.jpg;Gilda the Griffon;AE|Neon
mlp-wave-8-flam-blind-bag.jpg;Flam;AF|Neon
mlp-wave-8-flim-skim-blind-bag.jpg;Flim Skim;AG|Neon
mlp-wave-8-fluttershy-blind-bag.jpg;Fluttershy;AH|Neon
mlp-wave-8-skywishes-blind-bag.jpg;Skywishes;AI|Neon
mlp-wave-8-granny-smith-blind-bag.jpg;Granny Smith;AK|Neon
mlp-wave-8-princess-cadance-blind-bag.jpg;Princess Cadance;AL|Neon
mlp-wave-8-golden-harvest-blind-bag.jpg;Golden Harvest;AM|Neon
mlp-wave-8-flower-wishes-blind-bag.jpg;Flower Wishes;AN|Neon
mlp-wave-8-pinkie-pie-blind-bag.jpg;Pinkie Pie;AO|Neon
mlp-wave-8-sassaflash-blind-bag.jpg;Sassaflash;AP|Neon
mlp-wave-8-comet-tail-blind-bag.jpg;Comet Tail;AR|Neon
mlp-wave-8-rainbow-dash-blind-bag.jpg;Rainbow Dash;AS|Neon
mlp-wave-8-sunny-rays-blind-bag.jpg;Sunny Rays;AT|Neon
mlp-wave-8-gardenia-glow-blind-bag.jpg;Gardenia Glow;AU|Neon
mlp-wave-8-lemon-hearts-blind-bag.jpg;Lemon Hearts;AV|Neon
mlp-wave-8-rarity-blind-bag.jpg;Rarity;AW|Neon
mlp-wave-8-ribbon-wishes-blind-bag.jpg;Ribbon Wishes;AX|Neon
mlp-wave-8-lotus-blossom-blind-bag.jpg;Lotus Blossom;AY|Neon
mlp-wave-8-twilight-sparkle-blind-bag.jpg;Twilight Sparkle;AZ|Neon
